citation_journal,link,PMID
"Kato T, Fukatsu H, Ito K, Tadokoro M, Ota T, Ikeda M, et al. Fluorodeoxyglucose positron emission tomography in pancreatic cancer: An unsolved problem.  European Journal of Nuclear Medicine 1995;22(1):32‐9.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/7698152,7698152
"Maire F, Voitot H, Aubert A, Palazzo L, O'Toole D, Couvelard A, et al. Intraductal papillary mucinous neoplasms of the pancreas: Performance of pancreatic fluid analysis for positive diagnosis and the prediction of malignancy.  American Journal of Gastroenterology 2008;103(11):2871‐7.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18775021,18775021
"Cherian PT, Mohan P, Douiri A, Taniere P, Hejmadi RK, Mahon BS. Role of endoscopic ultrasound‐guided fine‐needle aspiration in the diagnosis of solid pancreatic and peripancreatic lesions: Is onsite cytopathology necessary?.  HPB 2010;12(6):389‐95.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20662789,20662789
"Kobayashi N, Sugimori K, Shimamura T, Hosono K, Watanabe S, Kato S, et al. Endoscopic ultrasonographic findings predict the risk of carcinoma in branch duct intraductal papillary mucinous neoplasms of the pancreas.  Pancreatology 2012;12(2):141‐5.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22487524,22487524
"Sahani DV, Kadavigere R, Blake M, Castillo CFD, Lauwers GY, Hahn PF. Intraductal papillary mucinous neoplasm of pancreas: Multi‐detector row CT with 20 curved reformations ‐ correlation with MRCP.  Radiology 2006;238(2):560‐9.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16436817,16436817
"Salla C, Chatzipantelis P, Konstantinou P, Karoumpalis I, Sakellariou S, Pantazopoulou A, et al. Endoscopic ultrasound‐guided fine‐needle aspiration cytology in the diagnosis of intraductal papillary mucinous neoplasms of the pancreas. A study of 8 cases.  JOP: Journal of the Pancreas 2007;8(6):715‐24.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17993724,17993724
"Cellier C, Cuillerier E, Palazzo L, Rickaert F, Flejou JF, Napoleon B, et al. Intraductal papillary and mucinous tumors of the pancreas: Accuracy of preoperative computed tomography, endoscopic retrograde pancreatography and endoscopic ultrasonography, and long‐term outcome in a large surgical series.  Gastrointestinal Endoscopy 1998;47(1):42‐9.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/9468422,9468422
"Zhan XB, Wang B, Liu F, Ye XF, Jin ZD, Li ZS. Cyst fluid carcinoembryonic antigen concentration and cytology by endosonography‐guided fine needle aspiration in predicting malignant pancreatic mucinous cystic neoplasms.  Journal of Digestive Diseases 2013;14(4):191‐5.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23280287,23280287
"Fisher WE, Hodges SE, Yagnik V, Moron FE, Wu MF, Hilsenbeck SG, et al. Accuracy of CT in predicting malignant potential of cystic pancreatic neoplasms.  HPB 2008;10(6):483‐90.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19088937,19088937
"Nara S, Onaya H, Hiraoka N, Shimada K, Sano T, Sakamoto Y, et al. Preoperative evaluation of invasive and noninvasive intraductal papillary‐mucinous neoplasms of the pancreas: Clinical, radiological, and pathological analysis of 123 cases.  Pancreas 2009;38(1):8‐16.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18665010,18665010
"Tomimaru Y, Takeda Y, Tatsumi M, Kim T, Kobayashi S, Marubashii S, et al. Utility of 2‐[f‐18] fluoro‐2‐deoxy‐d‐glucose positron emission tomography in differential diagnosis of benign and malignant intraductal papillary‐mucinous neoplasm of the pancreas.  Oncology Reports 2010;24(3):613‐20.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20664965,20664965
"Lee KH, Lee SJ, Lee JK, Ryu JK, Kim EY, Kim TH, et al. Prediction of malignancy with endoscopic ultrasonography in patients with branch duct‐type intraductal papillary mucinous neoplasm.  Pancreas 2014;43(8):1306‐11.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25036913,25036913
"Kucera S, Centeno BA, Springett G, Malafa MP, Chen YA, Weber J, et al. Cyst fluid carcinoembryonic antigen level is not predictive of invasive cancer in patients with intraductal papillary mucinous neoplasm of the pancreas.  JOP: Journal of the Pancreas [Electronic Resource] 2012;13(4):409‐13.  CENTRAL   Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22797397,22797397
"Pais SA, Attasaranya S, Leblanc JK, Sherman S, Schmidt CM, DeWitt J. Role of endoscopic ultrasound in the diagnosis of intraductal papillary mucinous neoplasms: Correlation with surgical histopathology.  Clinical Gastroenterology & Hepatology 2007;5(4):489‐95.  CENTRAL   Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17350894,17350894
"Saito M, Ishihara T, Tada M, Tsuyuguchi T, Mikata R, Sakai Y, et al. Use of f‐18 fluorodeoxyglucose positron emission tomography with dual‐phase imaging to identify intraductal papillary mucinous neoplasm.  Clinical Gastroenterology & Hepatology 2013;11(2):181‐6.  CENTRAL   Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23142206,23142206
