citation_journal,link,PMID
"Cantisani V, Ricci P, Grazhdani H, Napoli A, Fanelli F, Catalano C, et al. Prospective comparative analysis of colour‐Doppler ultrasound, contrast‐enhanced ultrasound, computed tomography and magnetic resonance in detecting endoleak after endovascular abdominal aortic aneurysm repair.  European Journal of Vascular and Endovascular Surgery 2011;41(2):186‐92. [PUBMED: 21095141]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 55",https://www.ncbi.nlm.nih.gov/pubmed/21095141,21095141
"Demirpolat G, Ozturk N, Parildar M, Posacioglu H, Tamsel S. Duplex ultrasound evaluation of endoluminally treated aortic aneurysms with emphasis on diameter measurement: a comparison with computed tomography.  Journal of Clinical Ultrasound 2011;39(5):263‐9. [PUBMED: 21425274]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 2",https://www.ncbi.nlm.nih.gov/pubmed/21425274,21425274
"Perini P, Sediri I, Midulla M, Delsart P, Gautier C, Haulon S. Contrast‐enhanced ultrasound vs. CT angiography in fenestrated EVAR surveillance: a single‐center comparison.  Journal of Endovascular Therapy 2012;19(5):648‐55. [PUBMED: 23046331]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 17",https://www.ncbi.nlm.nih.gov/pubmed/23046331,23046331
"Gurtler VM, Sommer WH, Meimarakis G, Kopp R, Weidenhagen R, Reiser MF, et al. A comparison between contrast‐enhanced ultrasound imaging and multislice computed tomography in detecting and classifying endoleaks in the follow‐up after endovascular aneurysm repair.  Journal of Vascular Surgery 2013;58(2):340‐5. [PUBMED: 23591188]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 20",https://www.ncbi.nlm.nih.gov/pubmed/23591188,23591188
"Nagre SB, Taylor SM, Passman MA, Patterson MA, Combs BR, Lowman BG, et al. Evaluating outcomes of endoleak discrepancies between computed tomography scan and ultrasound imaging after endovascular abdominal aneurysm repair.  Annals of Vascular Surgery 2011;25(1):94‐100. [PUBMED: 21172584]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 5",https://www.ncbi.nlm.nih.gov/pubmed/21172584,21172584
"McWilliams RG, Martin J, White D, Gould DA, Rowlands PC, Haycox A, et al. Detection of endoleak with enhanced ultrasound imaging: comparison with biphasic computed tomography.  Journal of Endovascular Therapy 2002;9(2):170‐9. [PUBMED: 12010096]CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 59",https://www.ncbi.nlm.nih.gov/pubmed/12010096,12010096
"Abbas A, Hansrani V, Sedgwick N, Ghosh J, McCollum CN. 3D contrast enhanced ultrasound for detecting endoleak following endovascular aneurysm repair (EVAR).  European Journal of Vascular and Endovascular Surgery 2014;47(5):487‐92. [PUBMED: 24618331] CENTRAL Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 24",https://www.ncbi.nlm.nih.gov/pubmed/24618331,24618331
"Arsicot M, Lathelize H, Martinez R, Marchand E, Picquet J, Enon B. Follow‐up of aortic stent grafts: comparison of the volumetric analysis of the aneurysm sac by ultrasound and CT.  Annals of Vascular Surgery 2014;28(7):1618‐28. [PUBMED: 24709403] CENTRAL Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 5",https://www.ncbi.nlm.nih.gov/pubmed/24709403,24709403
"Sato DT, Goff CD, Gregory RT, Robinson KD, Carter KA, Herts BR, et al. Endoleak after aortic stent graft repair: diagnosis by color duplex ultrasound scan versus computed tomography scan.  Journal of Vascular Surgery 1998;28(4):657‐63. [PUBMED: 9786261] CENTRAL Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 100",https://www.ncbi.nlm.nih.gov/pubmed/9786261,9786261
"Bosch JA, Rouwet EV, Peters CT, Jansen L, Verhagen HJ, Prins MH, et al. Contrast‐enhanced ultrasound versus computed tomographic angiography for surveillance of endovascular abdominal aortic aneurysm repair.  Journal of Vascular and Interventional Radiology 2010;21(5):638‐43. [PUBMED: 20363153] CENTRAL Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 27",https://www.ncbi.nlm.nih.gov/pubmed/20363153,20363153
"Zannetti S, Rango P, Parente B, Parlani G, Verzini F, Maselli A, et al. Role of duplex scan in endoleak detection after endoluminal abdominal aortic aneurysm repair.  European Journal of Vascular and Endovascular Surgery 2000;19(5):531‐5. [PUBMED: 10828236] CENTRAL Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 38",https://www.ncbi.nlm.nih.gov/pubmed/10828236,10828236
"Gargiulo M, Gallitto E, Serra C, Freyrie A, Mascoli C, Bianchini Massoni C, et al. Could four‐dimensional contrast‐enhanced ultrasound replace computed tomography angiography during follow up of fenestrated endografts? Results of a preliminary experience. European Journal of Vascular and Endovascular Surgery. W.B. Saunders Ltd, 2014; Vol. 48, issue 5:536‐42.  CENTRAL   Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25023904,25023904
"Ashoke R, Brown LC, Rodway A, Choke E, Thompson MM, Greenhalgh RM, et al. Color duplex ultrasonography is insensitive for the detection of endoleak after aortic endografting: a systematic review.  Journal of Endovascular Surgery 2005;12(3):297‐305. CENTRAL    Google Scholar   Web of Science® Times Cited: 48",https://www.ncbi.nlm.nih.gov/pubmed/15943504,15943504
