citation_journal,link,PMID
"Mattsson N, Zetterberg H, Hansson O, Andreasen N, Parnetti L, Jonsson M, et al. CSF biomarkers and incipient Alzheimer disease in patients with mild cognitive impairment.  JAMA 2009;302(4):385‐93.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 504",https://www.ncbi.nlm.nih.gov/pubmed/19622817,19622817
"Vemuri P, Wiste HJ, Weigand SD, Knopman DS, Trojanowski MD, Shaw LM, at al. Serial MRI and CSF biomarkers in normal aging, MCI and AD.  Neurology 2010;75:143‐51.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 79",https://www.ncbi.nlm.nih.gov/pubmed/20625167,20625167
"Chou YY, Lepore N, Avedissian C, Madsen SK, Parikshak N, Hua X, et al. Mapping correlations between ventricular expansion and CSF amyloid and tau biomarkers in 240 subjects with Alzheimer's disease, mild cognitive impairment and elderly controls.  Neuroimage 2009;46(2):394‐410.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 57",https://www.ncbi.nlm.nih.gov/pubmed/19236926,19236926
"Mattsson N, Zetterberg H, Hansson O, Andreasen N, Parnetti L, Jonsson M, et al. CSF biomarkers and incipient Alzheimer disease in patients with mild cognitive impairment.  JAMA 2009;302(4):385‐93.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 515",https://www.ncbi.nlm.nih.gov/pubmed/19622817,19622817
"Lo RY, Hubbard AE, Shaw LM, Trojanowski J, Petersen RC, Aisen PS, et al. Longitudinal change of biomarkers in cognitive decline.  Archives of Neurology 2011;68(10):1257‐66.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 76",https://www.ncbi.nlm.nih.gov/pubmed/21670386,21670386
"Mattsson N, Rosen E, Hansson O, Andreasen N, Parnetti L, Jonsson M, et al. Age and diagnostic performance of Alzheimer disease CSF biomarkers.  Neurology 2012;78(7):468‐76.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 68",https://www.ncbi.nlm.nih.gov/pubmed/22302554,22302554
"Nordlund A, Rolstad S, Hellstrom P, Sjogren M, Hansen S, Wallin A. The Goteborg MCI study: mild cognitive impairment is a heterogeneous condition.  Journal of Neurology, Neurosurgery, and Psychiatry 2005;76:1485‐90.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 108",https://www.ncbi.nlm.nih.gov/pubmed/16227535,16227535
"Nordlund A, Rolstad S, Klang S, Edman A, Hansen S, Wallin A. Two‐year outcome of MCI subtypes and aetiologies in the Goteborg MCI study.  Journal of Neurology, Neurosurgery, and Psychiatry 2010;81:541‐6.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 52",https://www.ncbi.nlm.nih.gov/pubmed/19965857,19965857
"Buchhave P, Stomrud E, Warkentin S, Blennow K, Minthon L, Hansson O. Cube copying test in combination with rCBF or CSF A beta 42 predicts development of Alzheimer's disease.  Dementia and Geriatric Cognitive Disorders 2008;25(6):544‐52.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 14",https://www.ncbi.nlm.nih.gov/pubmed/18535375,18535375
"Wallin A, Gothlin M, Gustavsson M, Zetterberg H, Eckerstrom C, Blennow K, et al. Progression from mild to pronounced MCI is not associated with cerebrospinal fluid biomarker deviations.  Dementia and Geriatric Cognitive Disorders 2011;32(3):193‐7.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 7",https://www.ncbi.nlm.nih.gov/pubmed/22057225,22057225
"Chiasserini D, Parnetti L, Andreasson U, Zetterberg H, Giannandrea D, Calabresi P, Blennow K. CSF levels of heart fatty acid binding protein are altered during early phases of Alzheimer's disease.  Journal of Alzheimer's Disease 2010;22:1281‐8.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 20",https://www.ncbi.nlm.nih.gov/pubmed/20930282,20930282
"Herukka SK, Pennanen C, Soininen H, Pirttila T. CSF Aß42, tau and phosphorylated tau correlate with medial temporal lobe.  Journal of Alzheimer's Disease 2008;14:51‐7.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 29",https://www.ncbi.nlm.nih.gov/pubmed/18525127,18525127
"Hansson O, Zetteberg H, Vanmechelen E, Vanderstichele H, Andreason U, Londos E, et al. Evaluation of plasma Aß40 and Aß42 as predictors of conversion to Alzheimer's disease in patients with mild cognitive impairment.  Neurobiology of Aging 2010;31:357‐67.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 106",https://www.ncbi.nlm.nih.gov/pubmed/18486992,18486992
"Shaw LM, Vanderstichele H, Knapik‐Czajka M, Clark CM, Aisen PS, Petersen RC, et al. Cerebrospinal fluid biomarker signature in Alzheimer's disease neuroimaging initiative subjects.  Annals of Neurology 2009;65:403‐13.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 754",https://www.ncbi.nlm.nih.gov/pubmed/19296504,19296504
"Meyer G, Shapiro F, Vanderstichele H, Vanmechelen E, Engelborghs S, Deyn P, et al. Diagnosis‐independent Alzheimer disease biomarker signature in cognitively normal elderly people.  Archives of Neurology 2010;67(8):949‐56.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 204",https://www.ncbi.nlm.nih.gov/pubmed/20697045,20697045
"Blom ES, Giedraitis V, Zetterberg H, Fukumoto H, Blennow K, Hyman BT, et al. Rapid progression from mild cognitive impairment to Alzheimer's disease in subjects with elevated levels of tau in cerebrospinal fluid and the APOE ϵ4/ϵ4 genotype.  Dementia and Geriatric Cognitive Disorders 2009;27(5):458‐64.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 61",https://www.ncbi.nlm.nih.gov/pubmed/19420940,19420940
"Hansson O, Zetterberg H, Buchhave P, Andreasson U, Londos E, Minthon L, et al. Prediction of Alzheimer's disease using the CSF Aß42/Aß40 ratio in patients with mild cognitive impairment.  Dementia and Geriatric Cognitive Disorders 2007;23(5):316‐20.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 148",https://www.ncbi.nlm.nih.gov/pubmed/17374949,17374949
"Hanson O, Zetteberg H, Vanmechelen E, Vanderstichele H, Andreason U, Londos E, et al. Evaluation of plasma Aß40 and Aß42 as predictors of conversion to Alzheimer's disease in patients with mild cognitive impairment.  Neurobiology of Aging 2010;31:357‐67.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 106",https://www.ncbi.nlm.nih.gov/pubmed/18486992,18486992
"Rolstad S, Nordlund A, Eckerstrom C, Gustavsson MH, Zetterberg H, Wallin A. Biomarkers in relation to cognitive reserve in patients with mild cognitive impairment ‐ proof of concept.  Dementia and Geriatric Cognitive Disorders 2009;27:194‐200.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 22",https://www.ncbi.nlm.nih.gov/pubmed/19225233,19225233
"Heister D, Brewer JB, Magda S, Blennow K, McEvoy LK. Predicting MCI outcome with clinically available MRI and CSF biomarkers.  Neurology 2011;77(17):1619‐28.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 71",https://www.ncbi.nlm.nih.gov/pubmed/21998317,21998317
"Fei M, Jianghua W, Rujuan M, Wei Z, Quian W. The relationship of plasma Aß levels to dementia in aging individuals with mild cognitive impairment.  Journal of the Neurological Sciences 2011;305:92‐6.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 12",https://www.ncbi.nlm.nih.gov/pubmed/21440911,21440911
"Kester MI, Verwey NA, Elk EJ, Blankenstein MA, Scheltens P, Flier WM. Progression from MCI to AD: Predictive value of CSF Aß42 is modified by APOE genotype.  Neurobiology of Aging 2011;32(8):1372‐8.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 6",https://www.ncbi.nlm.nih.gov/pubmed/19748159,19748159
"Parnetti L, Lanari A, Silvestrelli G, Saggese E, Reboldi P. Diagnosing prodromal Alzheimer's disease: Role of CSF biochemical markers.  Mechanisms of Ageing and Development 2006;127:129‐32.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 40",https://www.ncbi.nlm.nih.gov/pubmed/16274728,16274728
"Jack CR, Wiste HJ, Vemuri P, Weigand SD, Senjem ML, Zeng G, et al. Brain beta‐amyloid measures and magnetic resonance imaging atrophy both predict time‐to‐progression from mild cognitive impairment to Alzheimer's disease.  Brain 2010;133:3336‐48.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 192",https://www.ncbi.nlm.nih.gov/pubmed/20935035,20935035
"Rolstad S, Nordlund A, Eckerstrom C, Gustavsson MH, Zetterberg H, Wallin A. Cognitive reserve in relation to abeta42 in patients converting from MCI to dementia ‐ a follow‐up report.  Dementia and Geriatric Cognitive Disorders 2009;28(2):110‐5.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 10",https://www.ncbi.nlm.nih.gov/pubmed/19684400,19684400
"Buchhave P, Minthon L, Zetterberg H, Wallin AK, Blennow K, Hansson O. Cerebrospinal fluid levels of beta‐amyloid 1‐42, but not of tau, are fully changed already 5 to 10 years before the onset of Alzheimer dementia.  Archives of General Psychiatry 2012;69(1):98‐106.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 220",https://www.ncbi.nlm.nih.gov/pubmed/22213792,22213792
"Hansson O, Zetteberg H, Buchhave P, Londos E, Blennow K, Minthon L. Association between CSF biomarkers and incipientt Alzheimer's disease in patients with mild cognitive impairment: a follow‐up.  Lancet Neurol 2006;5:228‐34.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 793",https://www.ncbi.nlm.nih.gov/pubmed/16488378,16488378
"Papalliagkas VT, Anogianakis G, Tsolaki MN, Kimiskidis VK. Combination of P300 and CSF Aßamyloid1‐42 assays may provide a potential tool in the early diagnosis of Alzheimer's disease.  Current Alzheimer Research 2010;7:295‐9.  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 10",https://www.ncbi.nlm.nih.gov/pubmed/19939224,19939224
"Monge‐Argiles JA, Munoz‐Ruiz C, Pampliega‐Perez A, Gomez‐Lopez MJ, Sanchez‐Paya J, Rodriguez‐Borja E, et al. Biomarkers of Alzheimer's disease in the cerebrospinal fluid of Spanish patients with mild cognitive impairment.  Neurochemical Research 2011;36:986‐93.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 9",https://www.ncbi.nlm.nih.gov/pubmed/21399907,21399907
"Papaliagkas VT, Anogianakis G, Tsolaki MN, Koliakos G, Kimiskidis VK. Progression of mild cognitive impairment to Alzheimer's disease: improved diagnostic value of the combined use of N200 latency and ß‐amyloid(1‐42) levels.  Dementia and Geriatric Cognitive Disorders 2009;28:30‐5.  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 13",https://www.ncbi.nlm.nih.gov/pubmed/19628938,19628938
"Vos SJB, Rossum IA, Verhey F, Knol DL, Soinien H, Wahlund LO, et al. Prediction of Alzheimer's disease in subjects with amnestic and non‐amnestic MCI.  Neurology 2013;In press:1‐28.    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23446677,23446677
"Rossum IA, Visser PJ, Knol DL, Flier WM, Teunissen CE, Barkhof F, et al. Injury markers but not amyloid markers are associated with rapid progression from mild cognitive impairment to dementia in Alzheimer's disease.  Journal of Alzhemer's Disease 2012;29(2):319‐27.    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22233766,22233766
"Davatzikos C, Bhatt P, Shaw LM, Batmanghelich KN, Trojanowski JQ. Prediction of MCI to AD conversion, via MRI, CSF biomarkers, and pattern classification.  Neurobiology of Aging 2011;32(12):2322.e19‐27.  Link to article   Google Scholar   Web of Science® Times Cited: 32",https://www.ncbi.nlm.nih.gov/pubmed/20594615,20594615
"Palmqvist S, Hertze J, Minthon L, Wattmo C, Blennow K, Zetterberg H, et al. Comparison of brief cognitive tests and csf analysis in predicting Alzheimer's disease in mild cognitive impairment: Six‐year follow‐up study. Alzheimer's and Dementia 2012.  Conference Publication: Alzheimer's Association International Conference 2012 Vancouver, BC Canada. Conference Start: 20120714 Conference End: 20120719. Conference Publication:(var.pagings). 2012.    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22761691,22761691
"Schmand B, Eikelenboom P, Gool WA. Value of diagnostic tests to predict conversion to Alzheimer's disease in young and old patients with amnestic mild cognitive impairment.  Journal of Alzheimer's Disease 2012 2012;29(3):641‐8.    Google Scholar   Web of Science® Times Cited: 20",https://www.ncbi.nlm.nih.gov/pubmed/22297644,22297644
