citation_journal,link,PMID
"Cuckle HS, Malone FD, Wright D, Porter TF, Nyberg DA, Comstock CH, et al. Contingent screening for Down syndrome‐results from the FaSTER trial.  Prenatal Diagnosis 2008;28(2):89‐94. CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 31",https://www.ncbi.nlm.nih.gov/pubmed/18236423,18236423
"Okun N, Summers AM, Hoffman B, Huang T, Winsor E, Chitayat D, et al. Prospective experience with integrated prenatal screening and first trimester combined screening for trisomy 21 in a large Canadian urban center.  Prenatal Diagnosis 2008;28(11):987‐92. CENTRAL  Link to article   PubMed     Google Scholar   Web of Science® Times Cited: 13",https://www.ncbi.nlm.nih.gov/pubmed/18925623,18925623
"Benattar C, Audibert F, Taieb J, Ville Y, Roberto A, Lindenbaum A, et al. Efficiency of ultrasound and biochemical markers for Down's syndrome risk screening. A prospective study.  Fetal Diagnosis and Therapy 1999;14(2):112‐7. CENTRAL  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 11",https://www.ncbi.nlm.nih.gov/pubmed/10085510,10085510
"Wald NJ, Rodeck C, Hackshaw AK, Rudnicka A. SURUSS in perspective.  Seminars in Perinatology 2005;29(4):225‐35. CENTRAL  Link to article   PubMed     Google Scholar   CAS Web of Science® Times Cited: 29",https://www.ncbi.nlm.nih.gov/pubmed/16104673,16104673
"Aagaard‐Tillery KM, Malone FD, Nyberg DA, Porter TF, Cuckle HS, Fuchs K, et al. Role of second‐trimester genetic sonography after Down syndrome screening.  Obstetrics & Gynecology 2009;114(6):1189‐96. CENTRAL  Link to article   Google Scholar   Web of Science® Times Cited: 44",https://www.ncbi.nlm.nih.gov/pubmed/19935018,19935018
"Schuchter K, Hafner E, Stangl G, Ogris E, Philipp K. Sequential screening for trisomy 21 by nuchal translucency measurement in the first trimester and maternal serum biochemistry in the second trimester in a low‐risk population.  Ultrasound in Obstetrics & Gynecology 2001;18(1):23‐5. CENTRAL  Link to article   Google Scholar   CAS Web of Science® Times Cited: 25",https://www.ncbi.nlm.nih.gov/pubmed/11489220,11489220
"Audibert F, Dommergues M, Benattar C, Taieb J, Thalabard JC, Frydman R. Screening for Down syndrome using first‐trimester ultrasound and second‐trimester maternal serum markers in a low‐risk population: a prospective longitudinal study.  Ultrasound in Obstetrics & Gynecology 2001;18(1):26‐31. CENTRAL  Link to article   Google Scholar   CAS Web of Science® Times Cited: 29",https://www.ncbi.nlm.nih.gov/pubmed/11489221,11489221
"Bestwick JP, Huttly WJ, Wald NJ. Distribution of nuchal translucency in antenatal screening for Down's syndrome.  Journal of Medical Screening 2010;17(1):8‐12 (Erratum in Journal of Medical Screening 2010;17(2):106). CENTRAL    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20356939,20356939
"Wald NJ, Rodeck C, Hackshaw AK, Walters J, Chitty L, Mackinson AM, et al. First and second trimester antenatal screening for Down's syndrome: the results of the Serum, Urine and Ultrasound Screening Study (SURUSS).  Health Technology Assessment (Winchester, England) 2003;7(11):1‐77. CENTRAL    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12709291,12709291
"Wright D, Bradbury I, Malone F, D'Alton M, Summers A, Huang T, et al. Cross‐trimester repeated measures testing for Down's syndrome screening: an assessment.  Health Technology Assessment (Winchester, England) 2010;14(33):1‐80. CENTRAL    Google Scholar   Web of Science® Times Cited: 8",https://www.ncbi.nlm.nih.gov/pubmed/20624355,20624355
"Wright D, Bradbury I, Malone F, D'Alton M, Summers A, Huang T, et al. Cross‐trimester repeated measures testing for Down's syndrome screening: an assessment.  Health Technology Assessment (Winchester, England) 2010;14(33):1‐80. CENTRAL    Google Scholar   Web of Science® Times Cited: 8",https://www.ncbi.nlm.nih.gov/pubmed/20624355,20624355
