citation_journal,link,PMID
"Sebastiani G, Tempesta D, Fattovich G, Castera L, Halfon P, Bourliere M, et al. Prediction of oesophageal varices in hepatic cirrhosis by simple serum non‐invasive markers: results of a multicenter, large‐scale study.  Journal of Hepatology 2010;53(4):630‐8. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20615567,20615567
"Sen S, Griffiths WJH. Non‐invasive prediction of oesophageal varices in cirrhosis.  World Journal of Gastroenterology 2008;14:2454‐5. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18416480,18416480
"Schwarzenberger E, Meyer T, Golla V, Sahdala NP, Min AD. Utilization of platelet count spleen diameter ratio in predicting the presence of esophageal varices in patients with cirrhosis.  Journal of Clinical Gastroenterology 2010;44(2):146‐50. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19593164,19593164
"Agha A, Abdulhadi MM, Marenco S, Bella A, Alsaudi D, Haddad A, et al. Use of the platelet count/spleen diameter ratio for the noninvasive diagnosis of esophageal varices in patients with schistosomiasis.  Saudi Journal of Gastroenterology 2011;17(5):307‐11. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21912056,21912056
"Giannini E, Botta F, Borro P, Risso D, Romagnoli P, Fasoli A, et al. Platelet count/spleen diameter ratio: proposal and validation of a non‐invasive parameter to predict the presence of oesophageal varices in patients with liver cirrhosis.  Gut 2003;52(8):1200‐5. [PUBMED: 12865282]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12865282,12865282
"Cherian JV, Deepak N, Ponnusamy RP, Somasundaram A, Jayanthi V. Non‐invasive predictors of esophageal varices.  Saudi Journal of Gastroenterology 2011;17(1):64‐8. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21196656,21196656
"Levy C, Zein CO, Gomez J, Soldevila‐Pico C, Firpi R, Morelli G, et al. Prevalence and predictors of esophageal varices in patients with primary biliary cirrhosis.  Clinical Gastroenterology and Hepatology 2007;5(7):803‐8. [PUBMED: 17544879]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17544879,17544879
"Takuma Y, Nouso K, Morimoto Y, Tomokuni J, Sahara A, Toshikuni N, et al. Measurement of spleen stiffness by acoustic radiation force impulse imaging identifies cirrhotic patients with esophageal varices.  Gastroenterology 2013;144(1):92‐101. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23022955,23022955
"Giannini EG, Botta F, Borro P, Dulbecco P, Testa E, Mansi C, et al. Application of the platelet count/spleen diameter ratio to rule out the presence of oesophageal varices in patients with cirrhosis: a validation study based on follow‐up.  Digestive and Liver Disease 2005;37(10):779‐85. [PUBMED: 15996912]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/15996912,15996912
"Gentile I, Viola C, Graf M, Liuzzi R, Quarto M, Cerini R. A simple noninvasive score predicts gastroesophageal varices in patients with chronic viral hepatitis.  Journal of Clinical Gastroenterology 2009;43(1):81‐7. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18562980,18562980
"Ditchfield MR, Gibson RN, Donlan JD, Gibson PR. Duplex Doppler ultrasound signs of portal hypertension: relative diagnostic value of examination of paraumbilical vein, portal vein and spleen.  Australasian Radiology 1992;36(2):102‐5. [PUBMED: 1520164]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/1520164,1520164
"Castera L, Bail B, Roudot‐Thoraval F, Bernard PH, Foucher J, Merrouche W, et al. Early detection in routine clinical practice of cirrhosis and oesophageal varices in chronic hepatitis C: comparison of transient elastography (FibroScan) with standard laboratory tests and non‐invasive scores.  Journal of Hepatology 2009;50(1):59‐68. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19013661,19013661
"Abu El Makarem MA, Shatat ME, Shaker Y, Abdel Aleem AA, Sherif AM, Moaty MA, et al. Platelet count/bipolar spleen diameter ratio for the prediction of esophageal varices: the special Egyptian situation.  Hepatitis Monthly 2011;11(4):278‐84. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22087154,22087154
"Agha A, Anwar E, Bashir K, Savarino V, Giannini EG. External validation of the platelet count/spleen diameter ratio for the diagnosis of esophageal varices in hepatitis C virus‐related cirrhosis.  Digestive Diseases and Sciences 2009;54(3):654‐60. [PUBMED: 18594972]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18594972,18594972
"Chiodi D, Hernandez N, Saona G, Sanchez A, Berrueta J, Mescia G, et al. [Noninvasive diagnosis of esophageal varices in cirrhotic patients] [Spanish].  Acta Gastroenterologica Latinoamericana 2014;44(2):108‐13. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25199304,25199304
"Abd‐Elsalam S, Habba E, Elkhalawany W, Tawfeek S, Elbatea H, El‐Kalla F, et al. Correlation of platelet count with endoscopic findings in a cohort of Egyptian patients with liver cirrhosis.  Medicine (Baltimore) 2016;95:e3853. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/27281094,27281094
"Colecchia A, Montrone L, Scaioli E, Bacchi‐Reggiani ML, Colli A, Casazza G, et al. Measurement of spleen stiffness to evaluate portal hypertension and the presence of esophageal varices in patients with HCV‐related cirrhosis.  Gastroenterology 2012;143(3):646‐54. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22643348,22643348
"Esmat S, Omarn D, Rashid L. Can we consider the right hepatic lobe size/albumin ratio a noninvasive predictor of oesophageal varices in hepatitis C virus‐related liver cirrhotic Egyptian patients?.  European Journal of Internal Medicine 2012;23(3):267‐72. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22385886,22385886
"Alcantara RV, Yamada RM, Tommaso A, Bellomo‐Brandão MA, Hessel G. Non‐invasive predictors of esophageal varices in children and adolescents with chronic liver disease or extrahepatic portal venous obstruction.  Jornal de Pediatria 2012;88(4):341‐6. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22915236,22915236
"Ding NS, Nguyen T, Iser DM, Hong T, Flanagan E, Wong A, et al. Liver stiffness plus platelet count can be used to exclude high‐risk oesophageal varices.  Liver International 2016;36(2):240‐5. [CRS: 6800131000104399; EMBASE: 20151018144]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26212020,26212020
"Zein CO, Lindor KD, Angulo P. Prevalence and predictors of esophageal varices in patients with primary sclerosing cholangitis.  Hepatology (Baltimore, Md) 2004;39(1):204‐10. [PUBMED: 14752839]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/14752839,14752839
"Sarangapani A, Shanmugam C, Kalyanasundaram M, Rangachari B, Thangavelu P, Subbarayan JK. Noninvasive prediction of large esophageal varices in chronic liver disease patients.  Saudi Journal of Gastroenterology 2010;16(1):38‐42. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20065573,20065573
"Burton JR, Liangpunsakul S, Lapidus J, Giannini E, Chalasani N, Zaman A. Validation of a multivariate model predicting presence and size of varices.  Journal of Clinical Gastroenterology 2007;41(6):609‐15. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17577118,17577118
"Camma C, Petta S, Marco V, Bronte F, Ciminnisi S, Licata G, et al. Insulin resistance is a risk factor for esophageal varices in hepatitis C virus cirrhosis.  Hepatology (Baltimore, Md) 2009;49(1):195‐203. [PUBMED: 19065558]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19065558,19065558
"Grgurevic I, Jukic I, Sokol S, Banic M, Bilic B, Gunjaca I, et al. Low specificity of platelet to spleen ratio for noninvasive prediction and characterization of esophageal varices in patients with alcoholic liver cirrhosis [Omjer broja trombocita i velicine slezene ima nisku specificnost u neinvazivnoj predikciji i karakterizaciji varikoziteta jednjaka kod bolesnika s alkoholnom cirozom jetre].  Acta Medica Croatica 2014;68(4‐5):353‐60. [CRS: 6800131000062413; EMBASE: 2015400928; JC‐‐NLM: Journal ID:bh2, 9208249; PUBMED: 26285468]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26285468,26285468
"Ray A, Azab MM, El‐Aziz IM, El‐Aleem AA, El‐Talkawy MD, El‐Badea MA, et al. Non‐invasive predictors for the presence, grade and risk of bleeding from esophageal varices in patients with post‐hepatic cirrhosis.  Journal of the Egyptian Society of Parasitology 2015;45:421‐8. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26485862,26485862
"Colecchia A, Biase AR, Scaioli E, Predieri B, Iughetti L, Reggiani MLB, et al. Non‐invasive methods can predict oesophageal varices in patients with biliary atresia after a Kasai procedure.  Digestive and Liver Disease 2011;43(8):659‐63. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21596631,21596631
"Barikbin R, Hekmatnia A, Omidifar N, Farghadani M, Adibi P. Prediction severity of esophageal varices: a new cutoff point for platelet count/spleen diameter ratio.  Minerva Gastroenterologica e Dietologica 2010;56(1):1‐6. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/20190717,20190717
"Levy C, Zein CO, Gomez J, Soldevila‐Pico C, Firpi R, Morelli G, et al. Prevalence and predictors of esophageal varices in patients with primary biliary cirrhosis.  Clinical Gastroenterology and Hepatology 2007;5(7):803‐8. [PUBMED: 17544879]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17544879,17544879
"Karatzas A, Triantos C, Kalafateli M, Marzigie M, Labropoulou‐Karatza C, Thomopoulos K, et al. Multidetector computed tomography versus platelet/spleen diameter ratio as methods for the detection of gastroesophageal varices.  Annals of Gastroenterology 2016;29(1):71‐8. [CRS: 6800131000104406; EMBASE: 20160031721]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26751694,26751694
"Giannini EG, Zaman A, Kreil A, Floreani A, Dulbecco P, Testa E, et al. Platelet count/spleen diameter ratio for the noninvasive diagnosis of esophageal varices: results of a multicenter, prospective, validation study.  American Journal of Gastroenterology 2006;101(11):2511‐9. [PUBMED: 17029607]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17029607,17029607
"Baig WW, Nagaraja MV, Varma M, Prabhu R. Platelet count to spleen diameter ratio for the diagnosis of esophageal varices: is it feasible?.  Canadian Journal of Gastroenterology 2008;22(10):825‐8. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18925306,18925306
"Stefanescu H, Grigorescu M, Lupsor M, Procopet B, Maniu A, Badea R. Spleen stiffness measurement using fibroscan for the noninvasive assessment of esophageal varices in liver cirrhosis patients.  Journal of Gastroenterology and Hepatology 2011;26:164‐70. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21175810,21175810
"Mattos AZ, Mattos AA, Vianna FF, Musskopf MI, Pereira‐Lima JC, Maciel AC. Platelet count/spleen diameter ratio: analysis of its capacity as a predictor of the existence of esophageal varices.  Arquivos de Gastroenterologia 2010;47(3):275‐8. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21140089,21140089
"Xu X‐D, Xu C‐F, Dai J‐J, Qian J‐Q, Pin X. Ratio of platelet count/spleen diameter predicted the presence of esophageal varices in patients with schistosomiasis liver cirrhosis.  European Journal of Gastroenterology & Hepatology 2016;28(5):588‐91. [CRS: 6800131000104363; EMBASE: 20160122451]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26862932,26862932
"Prihatini J, Lesmana LA, Manan C, Gani RA. Detection of esophageal varices in liver cirrhosis using non‐invasive parameters.  Acta Medica Indonesiana 2005;37(3):126‐31. [PUBMED: 16110174]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16110174,16110174
"Gonzalez‐Ojeda A, Cervantes‐Guevara G, Chavez‐Sanchez M, Davalos‐Cobian C, Ornelas‐Cazares S, Macias‐Amezcua MD, et al. Platelet count/spleen diameter ratio to predict esophageal varices in Mexican patients with hepatic cirrhosis.  World Journal of Gastroenterology 2014;20(8):2079‐84. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/24616574,24616574
"Sen S, Griffiths WJH. Non‐invasive prediction of oesophageal varices in cirrhosis.  World Journal of Gastroenterology 2008;14:2454‐5. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/18416480,18416480
"Tafarel JR, Tolentino LHL, Correa LM, Bonilha DR, Piauilino P, Martins FP, et al. Prediction of esophageal varices in hepatic cirrhosis by noninvasive markers.  European Journal of Gastroenterology & Hepatology 2011;23(9):754‐8. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21691209,21691209
"Giannini E, Botta F, Borro P, Risso D, Romagnoli P, Fasoli A, et al. Platelet count/spleen diameter ratio: proposal and validation of a non‐invasive parameter to predict the presence of oesophageal varices in patients with liver cirrhosis.  Gut 2003;52(8):1200‐5. [PUBMED: 12865282]CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/12865282,12865282
"Wang H‐M, Lo G‐H, Chen W‐C, Hsu P‐I, Yu H‐C, Lin C‐K, et al. Efficacy of transient elastography in screening for large esophageal varices in patients with suspicious or proven liver cirrhosis.  Journal of Digestive Diseases 2012;13(8):430‐8. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22788929,22788929
"Adami MR, Ferreira CT, Kieling CO, Hirakata V, Vieira SMG. Noninvasive methods for prediction of esophageal varices in pediatric patients with portal hypertension.  World Journal of Gastroenterology 2013;19(13):2053‐9. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23599624,23599624
"Burton JR, Liangpunsakul S, Lapidus J, Giannini E, Chalasani N, Zaman A. Validation of a multivariate model predicting presence and size of varices.  Journal of Clinical Gastroenterology 2007;41(6):609‐15. CENTRAL    PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17577118,17577118
"Sanyal AJ, Fontana RJ, Bisceglie AM, Everhart JE, Doherty MC, Everson GT, et al. The prevalence and risk factors associated with esophageal varices in subjects with hepatitis C and advanced fibrosis.  Gastrointestinal Endoscopy 2006;64(6):855‐64. [PUBMED: 17140886] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17140886,17140886
"Mahassadi AK, Bathaix FY, Assi C, Bangoura AD, Allah‐Kouadio E, Kissi HY, et al. Usefulness of noninvasive predictors of oesophageal varices in black African cirrhotic patients in Cote d'Ivoire (West Africa).  Gastroenterology Research and Practice 2012;2012:(no pagination). [CRS: 6800131000104543; EMBASE: 2012476143]CENTRAL    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22888334,22888334
"Mahassadi AK, Bathaix FY, Assi C, Bangoura AD, Allah‐Kouadio E, Kissi HY, et al. Usefulness of noninvasive predictors of oesophageal varices in black African cirrhotic patients in Cote d'Ivoire (West Africa).  Gastroenterology Research and Practice 2012;2012:(no pagination). [CRS: 6800131000104543; EMBASE: 2012476143]CENTRAL    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22888334,22888334
"Wang J‐H, Chuah S‐K, Lu S‐N, Hung C‐H, Chen C‐H, Kee K‐M. Transient elastography and simple blood markers in diagnosis of oesophageal varices for compensated patients with hepatitis B virus‐related cirrhosis.  Hepatology International 2012;6(1):6. CENTRAL    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22432969,22432969
