citation_journal,link,PMID
"Oberndorfer U, Marhofer P, Bosenberg A, Willschke H, Felfernig M, Weintraud M, et al. Ultrasonographic guidance for sciatic and femoral nerve blocks in children.  British Journal of Anaesthesia 2007;98(6):797‐801. [DOI: 10.1093/bja/aem092; PUBMED: 17449890] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/17449890,17449890
"Sahin L, Sahin M, Gul R, Saricicek V, Isikay N. Ultrasound‐guided transversus abdominis plane block in children: a randomised comparison with wound infiltration.  European Journal of Anaesthesiology 2013;30(7):409‐14. [DOI: 10.1097/EJA.0b013e32835d2fcb; PUBMED: 23338056] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23338056,23338056
"Willschke H, Marhofer P, Bosenberg A, Johnston S, Wanzel O, Sitzwohl C, et al. Epidural catheter placement in children: comparing a novel approach using ultrasound guidance and a standard loss‐of‐resistance technique.  British Journal of Anaesthesia 2006;97(2):200‐7. [DOI: 10.1093/bja/ael121; PUBMED: 16720672] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/16720672,16720672
"Gurnaney HG, Maxwell LG, Kraemer FW, Goebel T, Nance ML, Ganesh A. Prospective randomized observer‐blinded study comparing the analgesic efficacy of ultrasound‐guided rectus sheath block and local anaesthetic infiltration for umbilical hernia repair.  British Journal of Anaesthesia 2011;107(5):790‐5. [PUBMED: 21856778] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/21856778,21856778
"Relland LM, Tobias JD, Martin D, Veneziano G, Beltran RJ, McKee C, et al. Ultrasound‐guided rectus sheath block, caudal analgesia, or surgical site infiltration for pediatric umbilical herniorrhaphy: a prospective, double‐blinded, randomized comparison of three regional anesthetic techniques.  Journal of Pain Research 2017;10:2629‐34. [DOI: 10.2147/JPR.S144259; PUBMED: 29184439] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/29184439,29184439
"Lorenzo AJ, Lynch J, Matava C, El‐Beheiry H, Hayes J. Ultrasound guided transversus abdominis plane vs surgeon administered intraoperative regional field infiltration with bupivacaine for early postoperative pain control in children undergoing open pyeloplasty.  Journal of Urology 2014;192(1):207‐13. [PUBMED: 24518763] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/24518763,24518763
"Ahiskalioglu A, Yayik AM, Ahiskalioglu EO, Ekinci M, Golboyu BE, Celik EC, et al. Ultrasound‐guided versus conventional injection for caudal block in children: a prospective randomized clinical study.  Journal of Clinical Anesthesia 2018;44:91‐6. [DOI: 10.1016/j.jclinane.2017.11.011; PUBMED: 29161549] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/29161549,29161549
"Ponde VC, Diwan S. Does ultrasound guidance improve the success rate of infraclavicular brachial plexus block when compared with nerve stimulation in children with radial club hands?.  Anesthesia and Analgesia 2009;108(6):1967‐70. [DOI: 10.1213/ane.0b013e3181a2a252; PUBMED: 19448233] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/19448233,19448233
"Uchinami Y, Sakuraya F, Tanaka N, Hoshino K, Mikami E, Ishikawa T, et al. Comparison of the analgesic efficacy of ultrasound‐guided rectus sheath block and local anesthetic infiltration for laparoscopic percutaneous extraperitoneal closure in children.  Paediatric Anaesthesia 2017;27(5):516‐23. [DOI: 10.1111/pan.13085; PUBMED: 28198572] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/28198572,28198572
"Yang L, Xu Y, Wang Z, Zhang W. Application of ultrasound‐guided ilioinguinal/iliohypogastric nerve block in pediatric same‐day surgery.  Indian Journal of Surgery 2015;77(6):512‐6. [DOI: 10.1007/s12262‐015‐1301‐0; PUBMED: 26884660] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/26884660,26884660
"Ponde V, Desai AP, Shah D. Comparison of success rate of ultrasound‐guided sciatic and femoral nerve block and neurostimulation in children with arthrogryposis multiplex congenita: a randomized clinical trial.  Paediatric Anaesthesia 2013;23(1):74‐8. [DOI: 10.1111/pan.12022; PUBMED: 23004225] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23004225,23004225
"Abasbassi H, Teunkens A, Velde M. Dorsile penile nerve block for circumcision: a comparison of ultrasound‐guided vs. landmark technique.  Regional Anesthesia and Pain Medicine 2017;42(5 Suppl 1):e195. [PUBMED: 22023417] CENTRAL   Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22023417,22023417
"Shank ES, Martyn JA, Donelan MB, Perrone A, Firth PG, Driscoll DN. Ultrasound‐guided regional anesthesia for pediatric burn reconstructive surgery: a prospective study.  Journal of Burn Care and Research: Official Publication of the American Burn Association 2016;37(3):e213‐7. [DOI: 10.1097/BCR.0000000000000174; PUBMED: 25412051] CENTRAL   Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25412051,25412051
"Tachibana N, Yamauchi M, Sugino S, Watanabe A, Yamakage M. Utility of longitudinal paramedian view of ultrasound imaging for middle thoracic epidural anaesthesia in children.  Journal of Anaesthesia 2012;26(2):242‐5. [DOI: 10.1007/s00540‐011‐1279‐0; PUBMED: 22081114] CENTRAL   Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22081114,22081114
