citation_journal,link,PMID
"Feldman G, Walker RR, Brooks J, Mehta R, Crater G. 28‐day safety and tolerability of umeclidinium in combination with vilanterol in COPD: a randomized placebo‐controlled trial.  Pulmonary Pharmacology and Therapeutics 2012;25(6):465‐71.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/22955035,22955035
"Troosters T, Maltais F, Leidy N, Lavoie KL, Sedeno M, Janssens W, et al. Effect of bronchodilation and exercise training with behavior modification on exercise tolerance and downstream effects on symptoms and physical activity in COPD.  American Journal of Respiratory and Critical Care Medicine 2018;198:1021‐32. [DOI: 10.1164/rccm.201706‐1288OC] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/29664681,29664681
"Troosters T, Bourbeau J, Maltais F, Leidy N, Erzen D, Sousa D, et al. Enhancing exercise tolerance and physical activity in COPD with combined pharmacological and non‐pharmacological interventions: PHYSACTO randomised, placebo‐controlled study design.  BMJ Open 2016;6(4):e010106. [2044‐6055] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/27075841,27075841
"Bourbeau J, Lavoie KL, Sedeno M, Sousa D, Erzen D, Hamilton A, et al. Behaviour‐change intervention in a multicentre, randomised, placebo‐controlled COPD study: methodological considerations and implementation.  BMJ Open 2016;6(4):e010109. [2044‐6055] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/27044576,27044576
"Singh D, Maleki‐Yazdi MR, Tombs L, Iqbal A, Fahy WA, Naya I. Prevention of clinically important deteriorations in COPD with umeclidinium/vilanterol.  International Journal of Chronic Obstructive Pulmonary Disease 2016;11(1):1413‐24. [1178‐2005] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/27445468,27445468
"Siler TM, Donald AC, O'Dell D, Church A, Fahy WA. A randomized, parallel‐group study to evaluate the efficacy of umeclidinium/vilanterol 62.5/25 mug on health‐related quality of life in patients with COPD.  International Journal of Chronic Obstructive Pulmonary Disease 2016;11(1):971‐9. [1178‐2005] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/27274218,27274218
"Donohue JF, Niewoehner D, Brooks J, O'Dell D, Church A. Safety and tolerability of once‐daily umeclidinium/vilanterol 125/25 mcg and umeclidinium 125 mcg in patients with chronic obstructive pulmonary disease: results from a 52‐week, randomized, double‐blind, placebo‐controlled study.  Respiratory Research 2014;15:78.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25015176,25015176
"Beeh KM, Korn S, Beier J, Jadayel D, Henley M, D'Andrea P, et al. Effect of QVA149 on lung volumes and exercise tolerance in COPD patients: the BRIGHT study.  Respiratory Medicine 2014;108(4):584‐92.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/24534204,24534204
"Bateman ED, Ferguson GT, Barnes N, Gallagher N, Green Y, Henley M, et al. Dual bronchodilation with QVA149 versus single bronchodilator therapy: the SHINE study.  European Respiratory Journal 2013;42(6):1484‐94.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/23722616,23722616
"Maltais F, Singh S, Donald AC, Crater G, Church A, Goh AH, et al. Effects of a combination of umeclidinium/vilanterol on exercise endurance in patients with chronic obstructive pulmonary disease: two randomized, double‐blind clinical trials.  Therapeutic Advances in Respiratory Disease 2014;8(6):169‐81. [1753‐4666] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25452426,25452426
"Hashimoto S, Ikeuchi H, Murata S, Kitawaki T, Ikeda K, Banerji D. Efficacy and safety of indacaterol/glycopyrronium in Japanese patients with COPD: a subgroup analysis from the SHINE study.  International Journal of Chronic Obstructive Pulmonary Disease 2016;11:2543‐51. [1178‐2005] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/27785010,27785010
"Celli B, Crater G, Kilbride S, Mehta R, Tabberer M, Kalberg C, et al. Once‐daily umeclidinium/vilanterol 125/25 mcg in COPD: a randomized, controlled study.  Chest 2014;145(5):981‐91.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/24385182,24385182
"Beeh K, Westerman J, Kirsten A, Hebert J, Gronke L, Hamilton A, et al. The 24‐h lung‐function profile of once‐daily tiotropium and olodaterol fixed‐dose combination in chronic obstructive pulmonary disease.  Pulmonary Pharmacology and Therapeutics 2015;32:53‐9. [1094‐5539] CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25956072,25956072
"Watz H, Mailander C, Baier M, Kirsten A. Effects of indacaterol/glycopyrronium (QVA149) on lung hyperinflation and physical activity in patients with moderate to severe COPD: a randomised, placebo‐controlled, crossover study (the MOVE Study).  BMC Pulmonary Medicine 2016;16(1):95.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/27301417,27301417
"Singh S, Maltais F, Tombs L, Fahy WA, Vahdati‐Bolouri M, Locantore N, et al. Relationship between exercise endurance and static hyperinflation in a post hoc analysis of two clinical trials in patients with COPD.  International Journal of Chronic Obstructive Pulmonary Disease 2018;13:203‐15.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/29386889,29386889
"Zheng JP, Newlands AH, Church A, Goh AH. The efficacy and safety of inhaled umeclidinium bromide/vilanterol in Asian patients with chronic obstructive pulmonary disease.  Respirology 2014;19:22.  CENTRAL   PubMed     Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/24256183,24256183
"O'Donnell DE, Casaburi R, Frith P, Kirsten A, Sousa D, Hamilton A, et al. Effects of combined tiotropium/olodaterol on inspiratory capacity and exercise endurance in COPD.  European Respiratory Journal 2017;49(4):pii 1601348.  CENTRAL   Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/28424359,28424359
"Maltais F, Singh S, Donald A, Crater G, Church A, Goh A. Effects of a combination of umeclidinium/vilanterol on exercise endurance in patients with chronic obstructive pulmonary disease: Two randomized, double‐blind clinical trials.  Therapeutic Advances in Respiratory Disease 2016;10(3):Erratum in: Therapeutic Advances in Respiratory Disease 2014; 8: 169‐181; 289. [1753‐4666]CENTRAL    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25452426,25452426
"Maltais F, Singh S, Donald A, Crater G, Church A, Goh A. Effects of a combination of umeclidinium/vilanterol on exercise endurance in patients with chronic obstructive pulmonary disease: two randomized, double‐blind clinical trials.  Therapeutic Advances in Respiratory Disease 2016;10(3):Erratum in: Therapeutic Advances in Respiratory Disease 2014; 8: 169‐181; 289. [1753‐4666]CENTRAL    Google Scholar",https://www.ncbi.nlm.nih.gov/pubmed/25452426,25452426
